0,1,2,3
-99.0,2,0.85,2
-2.6,1,0.43,4
-2.4,2,0.85,6
-2.2,1,0.43,8
-2.1,3,1.28,10
-2.0,1,0.43,12
-1.9,1,0.43,14
-1.8,2,0.85,16
-1.7,4,1.7,18
-1.6,2,0.85,20
-1.5,3,1.28,22
-1.4,2,0.85,24
-1.3,3,1.28,26
-1.2,8,3.4,28
-1.1,7,2.98,30
-1.0,4,1.7,32
-0.9,3,1.28,34
-0.8,7,2.98,36
-0.7,5,2.13,38
-0.6,8,3.4,40
-0.5,7,2.98,42
-0.4,7,2.98,44
-0.3,9,3.83,46
-0.2,9,3.83,48
-0.1,12,5.11,50
0.0,7,2.98,52
0.1,8,3.4,54
0.2,8,3.4,56
0.3,8,3.4,58
0.4,9,3.83,60
0.5,7,2.98,62
0.6,8,3.4,64
0.7,17,7.23,66
0.8,4,1.7,68
0.9,6,2.55,70
1.0,7,2.98,72
1.1,5,2.13,74
1.2,5,2.13,76
1.3,4,1.7,78
1.4,3,1.28,80
1.5,3,1.28,82
1.6,4,1.7,84
1.7,2,0.85,86
1.8,1,0.43,88
1.9,1,0.43,90
2.0,1,0.43,92
2.1,1,0.43,94
2.2,1,0.43,96
2.3,1,0.43,98
2.4,1,0.43,100
