0,1,2,3
-2.0,1,1.27,2.78
-1.9,1,1.27,5.56
-1.8,2,2.53,8.33
-1.6,1,1.27,11.11
-1.5,1,1.27,13.89
-1.4,2,2.53,16.67
-1.3,1,1.27,19.44
-1.2,2,2.53,22.22
-1.1,2,2.53,25.0
-1.0,1,1.27,27.78
-0.9,2,2.53,30.56
-0.8,2,2.53,33.33
-0.7,5,6.33,36.11
-0.6,1,1.27,38.89
-0.5,6,7.59,41.67
-0.4,1,1.27,44.44
-0.3,5,6.33,47.22
-0.2,2,2.53,50.0
0.0,1,1.27,52.78
0.1,3,3.8,55.56
0.2,3,3.8,58.33
0.3,5,6.33,61.11
0.4,2,2.53,63.89
0.6,2,2.53,66.67
0.7,4,5.06,69.44
0.8,4,5.06,72.22
0.9,2,2.53,75.0
1.0,1,1.27,77.78
1.1,3,3.8,80.56
1.2,2,2.53,83.33
1.3,2,2.53,86.11
1.4,1,1.27,88.89
1.5,2,2.53,91.67
1.7,1,1.27,94.44
1.8,1,1.27,97.22
2.1,2,2.53,100.0
