0,1,2,3,4,5,6
03/01/2005,08/01/2005,5,-2.63,-7.84,-1.57,-2.02
02/01/2006,03/01/2006,1,-2.1,-2.1,-2.1,-2.1
08/01/2007,09/01/2007,1,-1.81,-1.81,-1.81,-1.81
01/01/2009,02/01/2009,1,-1.94,-1.94,-1.94,-1.94
10/01/2010,11/01/2010,1,-2.36,-2.36,-2.36,-2.36
05/01/2012,10/01/2012,5,-1.88,-6.09,-1.22,-1.66
03/01/2014,04/01/2014,1,-1.93,-1.93,-1.93,-1.93
02/01/2017,04/01/2017,2,-1.98,-2.05,-1.03,-1.03
09/01/2017,10/01/2017,1,-1.82,-1.82,-1.82,-1.82
11/01/2017,01/01/2018,2,-1.83,-3.53,-1.77,-1.77
04/01/2018,05/01/2018,1,-2.38,-2.38,-2.38,-2.38
08/01/2020,11/01/2020,3,-1.61,-2.37,-0.79,-0.4
04/01/2023,07/01/2023,3,-2.54,-6.5,-2.17,-2.0
