0,1,2,3
-99.0,5,2.67,2.17
-2.4,1,0.53,4.35
-2.3,1,0.53,6.52
-2.2,1,0.53,8.7
-2.0,3,1.6,10.87
-1.9,2,1.07,13.04
-1.8,2,1.07,15.22
-1.7,3,1.6,17.39
-1.6,3,1.6,19.57
-1.4,2,1.07,21.74
-1.3,4,2.14,23.91
-1.2,4,2.14,26.09
-1.1,3,1.6,28.26
-1.0,7,3.74,30.43
-0.9,5,2.67,32.61
-0.8,3,1.6,34.78
-0.7,5,2.67,36.96
-0.6,4,2.14,39.13
-0.5,5,2.67,41.3
-0.4,7,3.74,43.48
-0.3,4,2.14,45.65
-0.2,5,2.67,47.83
-0.1,8,4.28,50.0
0.0,6,3.21,52.17
0.1,7,3.74,54.35
0.2,6,3.21,56.52
0.3,9,4.81,58.7
0.4,2,1.07,60.87
0.5,9,4.81,63.04
0.6,12,6.42,65.22
0.7,7,3.74,67.39
0.8,7,3.74,69.57
0.9,7,3.74,71.74
1.0,5,2.67,73.91
1.1,3,1.6,76.09
1.2,4,2.14,78.26
1.3,4,2.14,80.43
1.4,3,1.6,82.61
1.5,2,1.07,84.78
1.6,1,0.53,86.96
1.7,1,0.53,89.13
1.8,1,0.53,91.3
2.0,1,0.53,93.48
2.2,1,0.53,95.65
2.4,1,0.53,97.83
2.7,1,0.53,100.0
