location,duration
"Albany, Gentry County, MO",1.0909090909090908
"Auxvasse, Audrain County, MO",1.0909090909090908
"Brunswick, Carroll County, MO",1.3157894736842106
"Cardwell, Dunklin County, MO",1.0476190476190477
"Charleston, Mississippi County, MO",1.0
"Clarkton, Dunklin County, MO",1.15
"Columbia-Sanborn Field, Boone County, MO",1.1666666666666667
"Columbia-South Farms, Boone County, MO",1.16
"Cook Station, Crawford County, MO",1.1363636363636365
"Corning, Atchison County, MO",1.0416666666666667
"Delta, Cape Girardeau County, MO",1.0909090909090908
"Glennonville, Dunklin County, MO",1.0588235294117647
"Hayward, Pemiscot County, MO",1.1111111111111112
"Lamar, Barton County, MO",1.1363636363636365
"Linneus, Linn County, MO",1.125
"Monroe City, Monroe County, MO",1.037037037037037
"Novelty, Knox County, MO",1.0952380952380953
"Portageville, Pemiscot County, MO",1.1
"St. Joseph, Buchanan County, MO",1.0740740740740742
