location,duration
"Albany, Gentry County, MO",132
"Auxvasse, Audrain County, MO",134
"Brunswick, Carroll County, MO",130
"Cardwell, Dunklin County, MO",127
"Charleston, Mississippi County, MO",128
"Clarkton, Dunklin County, MO",131
"Columbia-Sanborn Field, Boone County, MO",128
"Columbia-South Farms, Boone County, MO",126
"Cook Station, Crawford County, MO",133
"Corning, Atchison County, MO",125
"Delta, Cape Girardeau County, MO",144
"Glennonville, Dunklin County, MO",134
"Hayward, Pemiscot County, MO",120
"Lamar, Barton County, MO",133
"Linneus, Linn County, MO",124
"Monroe City, Monroe County, MO",133
"Novelty, Knox County, MO",136
"Portageville, Pemiscot County, MO",131
"St. Joseph, Buchanan County, MO",115
