location,duration
"Albany, Gentry County, MO",51
"Auxvasse, Audrain County, MO",44
"Brunswick, Carroll County, MO",47
"Cardwell, Dunklin County, MO",53
"Charleston, Mississippi County, MO",55
"Clarkton, Dunklin County, MO",48
"Columbia-Sanborn Field, Boone County, MO",49
"Columbia-South Farms, Boone County, MO",55
"Cook Station, Crawford County, MO",46
"Corning, Atchison County, MO",49
"Delta, Cape Girardeau County, MO",51
"Glennonville, Dunklin County, MO",48
"Hayward, Pemiscot County, MO",45
"Lamar, Barton County, MO",46
"Linneus, Linn County, MO",49
"Monroe City, Monroe County, MO",48
"Novelty, Knox County, MO",47
"Portageville, Pemiscot County, MO",45
"St. Joseph, Buchanan County, MO",52
