location,duration
"Albany, Gentry County, MO",98
"Auxvasse, Audrain County, MO",100
"Brunswick, Carroll County, MO",91
"Cardwell, Dunklin County, MO",98
"Charleston, Mississippi County, MO",96
"Clarkton, Dunklin County, MO",99
"Columbia-Sanborn Field, Boone County, MO",101
"Columbia-South Farms, Boone County, MO",95
"Cook Station, Crawford County, MO",93
"Corning, Atchison County, MO",93
"Delta, Cape Girardeau County, MO",104
"Glennonville, Dunklin County, MO",96
"Hayward, Pemiscot County, MO",95
"Lamar, Barton County, MO",100
"Linneus, Linn County, MO",94
"Monroe City, Monroe County, MO",105
"Novelty, Knox County, MO",100
"Portageville, Pemiscot County, MO",98
"St. Joseph, Buchanan County, MO",92
