location,duration
"Albany, Gentry County, MO",42
"Auxvasse, Audrain County, MO",39
"Brunswick, Carroll County, MO",38
"Cardwell, Dunklin County, MO",44
"Charleston, Mississippi County, MO",48
"Clarkton, Dunklin County, MO",43
"Columbia-Sanborn Field, Boone County, MO",40
"Columbia-South Farms, Boone County, MO",41
"Cook Station, Crawford County, MO",40
"Corning, Atchison County, MO",43
"Delta, Cape Girardeau County, MO",41
"Glennonville, Dunklin County, MO",39
"Hayward, Pemiscot County, MO",37
"Lamar, Barton County, MO",42
"Linneus, Linn County, MO",41
"Monroe City, Monroe County, MO",41
"Novelty, Knox County, MO",40
"Portageville, Pemiscot County, MO",40
"St. Joseph, Buchanan County, MO",47
