location,duration
"Albany, Gentry County, MO",18
"Auxvasse, Audrain County, MO",20
"Brunswick, Carroll County, MO",19
"Cardwell, Dunklin County, MO",20
"Charleston, Mississippi County, MO",26
"Clarkton, Dunklin County, MO",19
"Columbia-Sanborn Field, Boone County, MO",18
"Columbia-South Farms, Boone County, MO",21
"Cook Station, Crawford County, MO",26
"Corning, Atchison County, MO",28
"Delta, Cape Girardeau County, MO",18
"Glennonville, Dunklin County, MO",21
"Hayward, Pemiscot County, MO",23
"Lamar, Barton County, MO",23
"Linneus, Linn County, MO",21
"Monroe City, Monroe County, MO",17
"Novelty, Knox County, MO",20
"Portageville, Pemiscot County, MO",25
"St. Joseph, Buchanan County, MO",26
