location,SPI,frequency
"Albany, Gentry County, MO",-1.7,2.5
"Auxvasse, Audrain County, MO",-1.7,2.2
"Brunswick, Carroll County, MO",-1.7,2.625
"Cardwell, Dunklin County, MO",-1.7,2.4285714285714284
"Charleston, Mississippi County, MO",-1.7,2.0
"Clarkton, Dunklin County, MO",-1.7,2.142857142857143
"Columbia-Sanborn Field, Boone County, MO",-1.7,2.2857142857142856
"Columbia-South Farms, Boone County, MO",-1.7,2.4285714285714284
"Cook Station, Crawford County, MO",-1.7,1.8181818181818181
"Corning, Atchison County, MO",-1.7,3.0
"Delta, Cape Girardeau County, MO",-1.7,3.0
"Glennonville, Dunklin County, MO",-1.7,2.6666666666666665
"Hayward, Pemiscot County, MO",-1.7,1.8888888888888888
"Lamar, Barton County, MO",-1.7,1.5
"Linneus, Linn County, MO",-1.7,1.2857142857142858
"Monroe City, Monroe County, MO",-1.7,2.5
"Novelty, Knox County, MO",-1.7,1.75
"Portageville, Pemiscot County, MO",-1.7,2.25
"St. Joseph, Buchanan County, MO",-1.7,1.5454545454545454
