location,SPI,frequency
"Albany, Gentry County, MO",-1.4,3.5555555555555554
"Auxvasse, Audrain County, MO",-1.4,3.5
"Brunswick, Carroll County, MO",-1.4,3.090909090909091
"Cardwell, Dunklin County, MO",-1.4,3.4
"Charleston, Mississippi County, MO",-1.4,2.9166666666666665
"Clarkton, Dunklin County, MO",-1.4,2.5
"Columbia-Sanborn Field, Boone County, MO",-1.4,3.2
"Columbia-South Farms, Boone County, MO",-1.4,3.2
"Cook Station, Crawford County, MO",-1.4,2.357142857142857
"Corning, Atchison County, MO",-1.4,3.25
"Delta, Cape Girardeau County, MO",-1.4,3.0
"Glennonville, Dunklin County, MO",-1.4,3.111111111111111
"Hayward, Pemiscot County, MO",-1.4,2.5833333333333335
"Lamar, Barton County, MO",-1.4,2.3636363636363638
"Linneus, Linn County, MO",-1.4,2.2
"Monroe City, Monroe County, MO",-1.4,3.111111111111111
"Novelty, Knox County, MO",-1.4,2.272727272727273
"Portageville, Pemiscot County, MO",-1.4,3.090909090909091
"St. Joseph, Buchanan County, MO",-1.4,1.8571428571428572
