location,SPI,frequency
"Albany, Gentry County, MO",-1.2,3.909090909090909
"Auxvasse, Audrain County, MO",-1.2,4.0
"Brunswick, Carroll County, MO",-1.2,3.3846153846153846
"Cardwell, Dunklin County, MO",-1.2,3.25
"Charleston, Mississippi County, MO",-1.2,3.2142857142857144
"Clarkton, Dunklin County, MO",-1.2,3.25
"Columbia-Sanborn Field, Boone County, MO",-1.2,3.4166666666666665
"Columbia-South Farms, Boone County, MO",-1.2,3.4166666666666665
"Cook Station, Crawford County, MO",-1.2,2.625
"Corning, Atchison County, MO",-1.2,3.8
"Delta, Cape Girardeau County, MO",-1.2,3.6363636363636362
"Glennonville, Dunklin County, MO",-1.2,3.6363636363636362
"Hayward, Pemiscot County, MO",-1.2,2.857142857142857
"Lamar, Barton County, MO",-1.2,2.8461538461538463
"Linneus, Linn County, MO",-1.2,2.9166666666666665
"Monroe City, Monroe County, MO",-1.2,3.6363636363636362
"Novelty, Knox County, MO",-1.2,2.6153846153846154
"Portageville, Pemiscot County, MO",-1.2,3.3076923076923075
"St. Joseph, Buchanan County, MO",-1.2,2.3125
