location,SPI,frequency
"Albany, Gentry County, MO",-0.9,4.214285714285714
"Auxvasse, Audrain County, MO",-0.9,5.0
"Brunswick, Carroll County, MO",-0.9,3.6875
"Cardwell, Dunklin County, MO",-0.9,4.2
"Charleston, Mississippi County, MO",-0.9,3.7058823529411766
"Clarkton, Dunklin County, MO",-0.9,4.333333333333333
"Columbia-Sanborn Field, Boone County, MO",-0.9,4.0
"Columbia-South Farms, Boone County, MO",-0.9,4.133333333333334
"Cook Station, Crawford County, MO",-0.9,2.8947368421052633
"Corning, Atchison County, MO",-0.9,4.461538461538462
"Delta, Cape Girardeau County, MO",-0.9,4.071428571428571
"Glennonville, Dunklin County, MO",-0.9,4.428571428571429
"Hayward, Pemiscot County, MO",-0.9,3.2941176470588234
"Lamar, Barton County, MO",-0.9,3.25
"Linneus, Linn County, MO",-0.9,3.8
"Monroe City, Monroe County, MO",-0.9,4.714285714285714
"Novelty, Knox County, MO",-0.9,3.5625
"Portageville, Pemiscot County, MO",-0.9,3.5625
"St. Joseph, Buchanan County, MO",-0.9,3.1052631578947367
