location,SPI,frequency
"Albany, Gentry County, MO",-0.3,5.65
"Auxvasse, Audrain County, MO",-0.3,6.473684210526316
"Brunswick, Carroll County, MO",-0.3,4.7727272727272725
"Cardwell, Dunklin County, MO",-0.3,5.428571428571429
"Charleston, Mississippi County, MO",-0.3,4.565217391304348
"Clarkton, Dunklin County, MO",-0.3,5.714285714285714
"Columbia-Sanborn Field, Boone County, MO",-0.3,5.571428571428571
"Columbia-South Farms, Boone County, MO",-0.3,5.619047619047619
"Cook Station, Crawford County, MO",-0.3,4.2
"Corning, Atchison County, MO",-0.3,5.684210526315789
"Delta, Cape Girardeau County, MO",-0.3,5.55
"Glennonville, Dunklin County, MO",-0.3,6.05
"Hayward, Pemiscot County, MO",-0.3,4.6521739130434785
"Lamar, Barton County, MO",-0.3,5.136363636363637
"Linneus, Linn County, MO",-0.3,5.619047619047619
"Monroe City, Monroe County, MO",-0.3,5.7
"Novelty, Knox County, MO",-0.3,5.681818181818182
"Portageville, Pemiscot County, MO",-0.3,5.136363636363637
"St. Joseph, Buchanan County, MO",-0.3,4.12
