location,SPI,frequency
"Albany, Gentry County, MO",-0.6,4.882352941176471
"Auxvasse, Audrain County, MO",-0.6,5.5625
"Brunswick, Carroll County, MO",-0.6,4.315789473684211
"Cardwell, Dunklin County, MO",-0.6,4.777777777777778
"Charleston, Mississippi County, MO",-0.6,4.05
"Clarkton, Dunklin County, MO",-0.6,4.888888888888889
"Columbia-Sanborn Field, Boone County, MO",-0.6,5.222222222222222
"Columbia-South Farms, Boone County, MO",-0.6,4.833333333333333
"Cook Station, Crawford County, MO",-0.6,3.5
"Corning, Atchison County, MO",-0.6,4.8125
"Delta, Cape Girardeau County, MO",-0.6,5.352941176470588
"Glennonville, Dunklin County, MO",-0.6,4.882352941176471
"Hayward, Pemiscot County, MO",-0.6,4.3
"Lamar, Barton County, MO",-0.6,4.578947368421052
"Linneus, Linn County, MO",-0.6,5.055555555555555
"Monroe City, Monroe County, MO",-0.6,5.470588235294118
"Novelty, Knox County, MO",-0.6,4.7368421052631575
"Portageville, Pemiscot County, MO",-0.6,4.105263157894737
"St. Joseph, Buchanan County, MO",-0.6,3.590909090909091
