location,SPI,frequency
"Albany, Gentry County, MO",-0.1,6.136363636363637
"Auxvasse, Audrain County, MO",-0.1,6.761904761904762
"Brunswick, Carroll County, MO",-0.1,5.458333333333333
"Cardwell, Dunklin County, MO",-0.1,5.956521739130435
"Charleston, Mississippi County, MO",-0.1,5.0
"Clarkton, Dunklin County, MO",-0.1,5.608695652173913
"Columbia-Sanborn Field, Boone County, MO",-0.1,5.826086956521739
"Columbia-South Farms, Boone County, MO",-0.1,5.739130434782608
"Cook Station, Crawford County, MO",-0.1,4.703703703703703
"Corning, Atchison County, MO",-0.1,6.761904761904762
"Delta, Cape Girardeau County, MO",-0.1,6.318181818181818
"Glennonville, Dunklin County, MO",-0.1,6.318181818181818
"Hayward, Pemiscot County, MO",-0.1,5.24
"Lamar, Barton County, MO",-0.1,5.583333333333333
"Linneus, Linn County, MO",-0.1,6.217391304347826
"Monroe City, Monroe County, MO",-0.1,5.954545454545454
"Novelty, Knox County, MO",-0.1,5.916666666666667
"Portageville, Pemiscot County, MO",-0.1,5.25
"St. Joseph, Buchanan County, MO",-0.1,4.62962962962963
