location,SPI,frequency
"Albany, Gentry County, MO",-0.4,5.368421052631579
"Auxvasse, Audrain County, MO",-0.4,5.944444444444445
"Brunswick, Carroll County, MO",-0.4,4.666666666666667
"Cardwell, Dunklin County, MO",-0.4,5.2
"Charleston, Mississippi County, MO",-0.4,4.363636363636363
"Clarkton, Dunklin County, MO",-0.4,5.4
"Columbia-Sanborn Field, Boone County, MO",-0.4,5.45
"Columbia-South Farms, Boone County, MO",-0.4,5.25
"Cook Station, Crawford County, MO",-0.4,3.9166666666666665
"Corning, Atchison County, MO",-0.4,5.777777777777778
"Delta, Cape Girardeau County, MO",-0.4,5.473684210526316
"Glennonville, Dunklin County, MO",-0.4,5.578947368421052
"Hayward, Pemiscot County, MO",-0.4,4.5
"Lamar, Barton County, MO",-0.4,5.0476190476190474
"Linneus, Linn County, MO",-0.4,5.35
"Monroe City, Monroe County, MO",-0.4,5.684210526315789
"Novelty, Knox County, MO",-0.4,5.380952380952381
"Portageville, Pemiscot County, MO",-0.4,4.666666666666667
"St. Joseph, Buchanan County, MO",-0.4,3.875
