location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-1.3,0,1,1
"Albany, Gentry County, MO",-1.3,4,5,1
"Albany, Gentry County, MO",-1.3,29,30,1
"Albany, Gentry County, MO",-1.3,35,36,1
"Albany, Gentry County, MO",-1.3,62,63,1
"Albany, Gentry County, MO",-1.3,64,65,1
"Albany, Gentry County, MO",-1.3,73,74,1
"Albany, Gentry County, MO",-1.3,76,77,1
"Albany, Gentry County, MO",-1.3,89,90,1
"Albany, Gentry County, MO",-1.3,94,95,1
"Albany, Gentry County, MO",-1.3,108,109,1
"Albany, Gentry County, MO",-1.3,141,142,1
"Albany, Gentry County, MO",-1.3,149,150,1
"Albany, Gentry County, MO",-1.3,162,164,2
"Albany, Gentry County, MO",-1.3,168,169,1
"Albany, Gentry County, MO",-1.3,170,171,1
"Albany, Gentry County, MO",-1.3,178,179,1
"Albany, Gentry County, MO",-1.3,215,216,1
"Albany, Gentry County, MO",-1.3,219,221,2
"Albany, Gentry County, MO",-1.3,222,223,1
"Albany, Gentry County, MO",-1.3,249,250,1
"Albany, Gentry County, MO",-1.3,253,254,1
"Albany, Gentry County, MO",-1.3,260,261,1
"Albany, Gentry County, MO",-1.3,265,266,1
"Albany, Gentry County, MO",-1.3,284,285,1
"Auxvasse, Audrain County, MO",-1.3,3,4,1
"Auxvasse, Audrain County, MO",-1.3,11,12,1
"Auxvasse, Audrain County, MO",-1.3,42,43,1
"Auxvasse, Audrain County, MO",-1.3,53,54,1
"Auxvasse, Audrain County, MO",-1.3,62,63,1
"Auxvasse, Audrain County, MO",-1.3,64,65,1
"Auxvasse, Audrain County, MO",-1.3,66,67,1
"Auxvasse, Audrain County, MO",-1.3,73,74,1
"Auxvasse, Audrain County, MO",-1.3,108,109,1
"Auxvasse, Audrain County, MO",-1.3,129,130,1
"Auxvasse, Audrain County, MO",-1.3,132,133,1
"Auxvasse, Audrain County, MO",-1.3,141,142,1
"Auxvasse, Audrain County, MO",-1.3,148,149,1
"Auxvasse, Audrain County, MO",-1.3,187,188,1
"Auxvasse, Audrain County, MO",-1.3,197,198,1
"Auxvasse, Audrain County, MO",-1.3,201,202,1
"Auxvasse, Audrain County, MO",-1.3,205,206,1
"Auxvasse, Audrain County, MO",-1.3,212,213,1
"Auxvasse, Audrain County, MO",-1.3,215,216,1
"Auxvasse, Audrain County, MO",-1.3,219,220,1
"Auxvasse, Audrain County, MO",-1.3,279,282,3
