location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-0.6,0,1,1
"Albany, Gentry County, MO",-0.6,2,5,3
"Albany, Gentry County, MO",-0.6,7,8,1
"Albany, Gentry County, MO",-0.6,9,10,1
"Albany, Gentry County, MO",-0.6,11,12,1
"Albany, Gentry County, MO",-0.6,15,16,1
"Albany, Gentry County, MO",-0.6,19,20,1
"Albany, Gentry County, MO",-0.6,22,23,1
"Albany, Gentry County, MO",-0.6,24,25,1
"Albany, Gentry County, MO",-0.6,29,31,2
"Albany, Gentry County, MO",-0.6,32,33,1
"Albany, Gentry County, MO",-0.6,34,37,3
"Albany, Gentry County, MO",-0.6,38,39,1
"Albany, Gentry County, MO",-0.6,42,44,2
"Albany, Gentry County, MO",-0.6,45,46,1
"Albany, Gentry County, MO",-0.6,51,52,1
"Albany, Gentry County, MO",-0.6,59,60,1
"Albany, Gentry County, MO",-0.6,62,63,1
"Albany, Gentry County, MO",-0.6,64,65,1
"Albany, Gentry County, MO",-0.6,67,68,1
"Albany, Gentry County, MO",-0.6,73,74,1
"Albany, Gentry County, MO",-0.6,76,77,1
"Albany, Gentry County, MO",-0.6,78,79,1
"Albany, Gentry County, MO",-0.6,87,88,1
"Albany, Gentry County, MO",-0.6,89,90,1
"Albany, Gentry County, MO",-0.6,94,95,1
"Albany, Gentry County, MO",-0.6,102,104,2
"Albany, Gentry County, MO",-0.6,108,109,1
"Albany, Gentry County, MO",-0.6,116,117,1
"Albany, Gentry County, MO",-0.6,127,128,1
"Albany, Gentry County, MO",-0.6,131,132,1
"Albany, Gentry County, MO",-0.6,137,138,1
"Albany, Gentry County, MO",-0.6,140,142,2
"Albany, Gentry County, MO",-0.6,148,151,3
"Albany, Gentry County, MO",-0.6,152,153,1
"Albany, Gentry County, MO",-0.6,158,159,1
"Albany, Gentry County, MO",-0.6,162,164,2
"Albany, Gentry County, MO",-0.6,167,169,2
"Albany, Gentry County, MO",-0.6,170,171,1
"Albany, Gentry County, MO",-0.6,172,173,1
"Albany, Gentry County, MO",-0.6,178,179,1
"Albany, Gentry County, MO",-0.6,182,184,2
"Albany, Gentry County, MO",-0.6,189,190,1
"Albany, Gentry County, MO",-0.6,201,202,1
"Albany, Gentry County, MO",-0.6,212,213,1
"Albany, Gentry County, MO",-0.6,214,216,2
"Albany, Gentry County, MO",-0.6,219,223,4
"Albany, Gentry County, MO",-0.6,226,227,1
"Albany, Gentry County, MO",-0.6,231,232,1
"Albany, Gentry County, MO",-0.6,238,239,1
"Albany, Gentry County, MO",-0.6,241,242,1
"Albany, Gentry County, MO",-0.6,245,246,1
"Albany, Gentry County, MO",-0.6,249,250,1
"Albany, Gentry County, MO",-0.6,253,254,1
"Albany, Gentry County, MO",-0.6,255,256,1
"Albany, Gentry County, MO",-0.6,260,261,1
"Albany, Gentry County, MO",-0.6,263,264,1
"Albany, Gentry County, MO",-0.6,265,266,1
"Albany, Gentry County, MO",-0.6,272,274,2
"Albany, Gentry County, MO",-0.6,279,280,1
"Albany, Gentry County, MO",-0.6,284,285,1
"Albany, Gentry County, MO",-0.6,286,287,1
"Albany, Gentry County, MO",-0.6,289,290,1
"Auxvasse, Audrain County, MO",-0.6,0,1,1
"Auxvasse, Audrain County, MO",-0.6,2,4,2
"Auxvasse, Audrain County, MO",-0.6,11,12,1
"Auxvasse, Audrain County, MO",-0.6,14,15,1
"Auxvasse, Audrain County, MO",-0.6,25,27,2
"Auxvasse, Audrain County, MO",-0.6,29,30,1
"Auxvasse, Audrain County, MO",-0.6,32,33,1
"Auxvasse, Audrain County, MO",-0.6,34,35,1
"Auxvasse, Audrain County, MO",-0.6,36,37,1
"Auxvasse, Audrain County, MO",-0.6,42,43,1
"Auxvasse, Audrain County, MO",-0.6,45,46,1
"Auxvasse, Audrain County, MO",-0.6,49,50,1
"Auxvasse, Audrain County, MO",-0.6,53,54,1
"Auxvasse, Audrain County, MO",-0.6,62,65,3
"Auxvasse, Audrain County, MO",-0.6,66,67,1
"Auxvasse, Audrain County, MO",-0.6,71,72,1
"Auxvasse, Audrain County, MO",-0.6,73,74,1
"Auxvasse, Audrain County, MO",-0.6,75,77,2
"Auxvasse, Audrain County, MO",-0.6,79,80,1
"Auxvasse, Audrain County, MO",-0.6,86,87,1
"Auxvasse, Audrain County, MO",-0.6,90,92,2
"Auxvasse, Audrain County, MO",-0.6,106,107,1
"Auxvasse, Audrain County, MO",-0.6,108,109,1
"Auxvasse, Audrain County, MO",-0.6,129,130,1
"Auxvasse, Audrain County, MO",-0.6,132,133,1
"Auxvasse, Audrain County, MO",-0.6,138,142,4
"Auxvasse, Audrain County, MO",-0.6,144,145,1
"Auxvasse, Audrain County, MO",-0.6,148,151,3
"Auxvasse, Audrain County, MO",-0.6,161,164,3
"Auxvasse, Audrain County, MO",-0.6,168,171,3
"Auxvasse, Audrain County, MO",-0.6,174,175,1
"Auxvasse, Audrain County, MO",-0.6,178,179,1
"Auxvasse, Audrain County, MO",-0.6,182,183,1
"Auxvasse, Audrain County, MO",-0.6,187,190,3
"Auxvasse, Audrain County, MO",-0.6,192,195,3
"Auxvasse, Audrain County, MO",-0.6,197,198,1
"Auxvasse, Audrain County, MO",-0.6,201,202,1
"Auxvasse, Audrain County, MO",-0.6,205,206,1
"Auxvasse, Audrain County, MO",-0.6,212,213,1
"Auxvasse, Audrain County, MO",-0.6,214,216,2
"Auxvasse, Audrain County, MO",-0.6,219,221,2
"Auxvasse, Audrain County, MO",-0.6,222,223,1
"Auxvasse, Audrain County, MO",-0.6,224,225,1
"Auxvasse, Audrain County, MO",-0.6,249,250,1
"Auxvasse, Audrain County, MO",-0.6,251,252,1
"Auxvasse, Audrain County, MO",-0.6,253,254,1
"Auxvasse, Audrain County, MO",-0.6,262,263,1
"Auxvasse, Audrain County, MO",-0.6,269,270,1
"Auxvasse, Audrain County, MO",-0.6,271,272,1
"Auxvasse, Audrain County, MO",-0.6,279,282,3
"Auxvasse, Audrain County, MO",-0.6,284,285,1
"Auxvasse, Audrain County, MO",-0.6,286,287,1
"Auxvasse, Audrain County, MO",-0.6,289,290,1
"Brunswick, Carroll County, MO",-0.6,2,4,2
"Brunswick, Carroll County, MO",-0.6,7,8,1
"Brunswick, Carroll County, MO",-0.6,11,12,1
"Brunswick, Carroll County, MO",-0.6,22,23,1
"Brunswick, Carroll County, MO",-0.6,26,27,1
"Brunswick, Carroll County, MO",-0.6,32,33,1
"Brunswick, Carroll County, MO",-0.6,34,37,3
"Brunswick, Carroll County, MO",-0.6,38,39,1
"Brunswick, Carroll County, MO",-0.6,42,43,1
"Brunswick, Carroll County, MO",-0.6,45,46,1
"Brunswick, Carroll County, MO",-0.6,49,50,1
"Brunswick, Carroll County, MO",-0.6,59,60,1
"Brunswick, Carroll County, MO",-0.6,62,64,2
"Brunswick, Carroll County, MO",-0.6,66,67,1
"Brunswick, Carroll County, MO",-0.6,71,72,1
"Brunswick, Carroll County, MO",-0.6,73,74,1
"Brunswick, Carroll County, MO",-0.6,77,78,1
"Brunswick, Carroll County, MO",-0.6,84,85,1
"Brunswick, Carroll County, MO",-0.6,90,91,1
"Brunswick, Carroll County, MO",-0.6,94,95,1
"Brunswick, Carroll County, MO",-0.6,96,97,1
"Brunswick, Carroll County, MO",-0.6,103,104,1
"Brunswick, Carroll County, MO",-0.6,108,109,1
"Brunswick, Carroll County, MO",-0.6,116,117,1
"Brunswick, Carroll County, MO",-0.6,120,121,1
"Brunswick, Carroll County, MO",-0.6,129,130,1
"Brunswick, Carroll County, MO",-0.6,132,133,1
"Brunswick, Carroll County, MO",-0.6,134,135,1
"Brunswick, Carroll County, MO",-0.6,140,142,2
"Brunswick, Carroll County, MO",-0.6,144,145,1
"Brunswick, Carroll County, MO",-0.6,149,151,2
"Brunswick, Carroll County, MO",-0.6,161,164,3
"Brunswick, Carroll County, MO",-0.6,168,171,3
"Brunswick, Carroll County, MO",-0.6,172,173,1
"Brunswick, Carroll County, MO",-0.6,182,183,1
"Brunswick, Carroll County, MO",-0.6,187,189,2
"Brunswick, Carroll County, MO",-0.6,193,194,1
"Brunswick, Carroll County, MO",-0.6,197,198,1
"Brunswick, Carroll County, MO",-0.6,202,203,1
"Brunswick, Carroll County, MO",-0.6,205,206,1
"Brunswick, Carroll County, MO",-0.6,211,213,2
"Brunswick, Carroll County, MO",-0.6,214,216,2
"Brunswick, Carroll County, MO",-0.6,219,222,3
"Brunswick, Carroll County, MO",-0.6,247,248,1
"Brunswick, Carroll County, MO",-0.6,249,250,1
"Brunswick, Carroll County, MO",-0.6,253,254,1
"Brunswick, Carroll County, MO",-0.6,259,261,2
"Brunswick, Carroll County, MO",-0.6,262,263,1
"Brunswick, Carroll County, MO",-0.6,265,266,1
"Brunswick, Carroll County, MO",-0.6,267,270,3
"Brunswick, Carroll County, MO",-0.6,271,274,3
"Brunswick, Carroll County, MO",-0.6,279,283,4
"Brunswick, Carroll County, MO",-0.6,284,285,1
"Brunswick, Carroll County, MO",-0.6,289,290,1
"Cardwell, Dunklin County, MO",-0.6,2,3,1
"Cardwell, Dunklin County, MO",-0.6,6,8,2
"Cardwell, Dunklin County, MO",-0.6,9,10,1
"Cardwell, Dunklin County, MO",-0.6,11,12,1
"Cardwell, Dunklin County, MO",-0.6,15,16,1
"Cardwell, Dunklin County, MO",-0.6,18,20,2
"Cardwell, Dunklin County, MO",-0.6,25,26,1
"Cardwell, Dunklin County, MO",-0.6,27,28,1
"Cardwell, Dunklin County, MO",-0.6,34,35,1
"Cardwell, Dunklin County, MO",-0.6,36,37,1
"Cardwell, Dunklin County, MO",-0.6,38,39,1
"Cardwell, Dunklin County, MO",-0.6,56,57,1
"Cardwell, Dunklin County, MO",-0.6,64,65,1
"Cardwell, Dunklin County, MO",-0.6,69,70,1
"Cardwell, Dunklin County, MO",-0.6,71,72,1
"Cardwell, Dunklin County, MO",-0.6,75,77,2
"Cardwell, Dunklin County, MO",-0.6,85,87,2
"Cardwell, Dunklin County, MO",-0.6,88,89,1
