location,SPI,frequency
"Albany, Gentry County, MO",-0.7,4.277777777777778
"Auxvasse, Audrain County, MO",-0.7,3.888888888888889
"Brunswick, Carroll County, MO",-0.7,3.9444444444444446
"Cardwell, Dunklin County, MO",-0.7,3.4210526315789473
"Charleston, Mississippi County, MO",-0.7,4.470588235294118
"Clarkton, Dunklin County, MO",-0.7,4.352941176470588
"Columbia-Sanborn Field, Boone County, MO",-0.7,4.055555555555555
"Columbia-South Farms, Boone County, MO",-0.7,3.6315789473684212
"Cook Station, Crawford County, MO",-0.7,3.9473684210526314
"Corning, Atchison County, MO",-0.7,4.388888888888889
"Delta, Cape Girardeau County, MO",-0.7,4.352941176470588
"Glennonville, Dunklin County, MO",-0.7,4.052631578947368
"Hayward, Pemiscot County, MO",-0.7,3.75
"Lamar, Barton County, MO",-0.7,3.736842105263158
"Linneus, Linn County, MO",-0.7,4.0
"Monroe City, Monroe County, MO",-0.7,3.4
"Novelty, Knox County, MO",-0.7,3.8947368421052633
"Portageville, Pemiscot County, MO",-0.7,4.866666666666666
"St. Joseph, Buchanan County, MO",-0.7,4.055555555555555
