location,SPI,frequency
"Albany, Gentry County, MO",-0.5,5.0
"Auxvasse, Audrain County, MO",-0.5,4.5
"Brunswick, Carroll County, MO",-0.5,4.2
"Cardwell, Dunklin County, MO",-0.5,3.9047619047619047
"Charleston, Mississippi County, MO",-0.5,4.947368421052632
"Clarkton, Dunklin County, MO",-0.5,5.052631578947368
"Columbia-Sanborn Field, Boone County, MO",-0.5,4.7
"Columbia-South Farms, Boone County, MO",-0.5,4.380952380952381
"Cook Station, Crawford County, MO",-0.5,4.142857142857143
"Corning, Atchison County, MO",-0.5,4.8
"Delta, Cape Girardeau County, MO",-0.5,5.2105263157894735
"Glennonville, Dunklin County, MO",-0.5,4.761904761904762
"Hayward, Pemiscot County, MO",-0.5,4.090909090909091
"Lamar, Barton County, MO",-0.5,4.619047619047619
"Linneus, Linn County, MO",-0.5,4.7
"Monroe City, Monroe County, MO",-0.5,4.318181818181818
"Novelty, Knox County, MO",-0.5,4.666666666666667
"Portageville, Pemiscot County, MO",-0.5,5.647058823529412
"St. Joseph, Buchanan County, MO",-0.5,4.75
