location,SPI,frequency
"Albany, Gentry County, MO",-1.8,1.2857142857142858
"Auxvasse, Audrain County, MO",-1.8,1.875
"Brunswick, Carroll County, MO",-1.8,1.8571428571428572
"Cardwell, Dunklin County, MO",-1.8,2.0
"Charleston, Mississippi County, MO",-1.8,1.8571428571428572
"Clarkton, Dunklin County, MO",-1.8,2.0
"Columbia-Sanborn Field, Boone County, MO",-1.8,1.8571428571428572
"Columbia-South Farms, Boone County, MO",-1.8,2.125
"Cook Station, Crawford County, MO",-1.8,1.875
"Corning, Atchison County, MO",-1.8,1.7142857142857142
"Delta, Cape Girardeau County, MO",-1.8,1.7142857142857142
"Glennonville, Dunklin County, MO",-1.8,1.25
"Hayward, Pemiscot County, MO",-1.8,1.4444444444444444
"Lamar, Barton County, MO",-1.8,1.75
"Linneus, Linn County, MO",-1.8,1.8571428571428572
"Monroe City, Monroe County, MO",-1.8,1.6666666666666667
"Novelty, Knox County, MO",-1.8,1.5
"Portageville, Pemiscot County, MO",-1.8,2.75
"St. Joseph, Buchanan County, MO",-1.8,1.8571428571428572
