location,SPI,frequency
"Albany, Gentry County, MO",-1.5,2.2
"Auxvasse, Audrain County, MO",-1.5,2.0
"Brunswick, Carroll County, MO",-1.5,2.1
"Cardwell, Dunklin County, MO",-1.5,2.0
"Charleston, Mississippi County, MO",-1.5,2.111111111111111
"Clarkton, Dunklin County, MO",-1.5,2.4444444444444446
"Columbia-Sanborn Field, Boone County, MO",-1.5,2.5
"Columbia-South Farms, Boone County, MO",-1.5,2.3636363636363638
"Cook Station, Crawford County, MO",-1.5,2.090909090909091
"Corning, Atchison County, MO",-1.5,2.1
"Delta, Cape Girardeau County, MO",-1.5,2.4444444444444446
"Glennonville, Dunklin County, MO",-1.5,1.3636363636363635
"Hayward, Pemiscot County, MO",-1.5,1.6666666666666667
"Lamar, Barton County, MO",-1.5,2.0
"Linneus, Linn County, MO",-1.5,2.5
"Monroe City, Monroe County, MO",-1.5,2.3333333333333335
"Novelty, Knox County, MO",-1.5,1.8181818181818181
"Portageville, Pemiscot County, MO",-1.5,3.142857142857143
"St. Joseph, Buchanan County, MO",-1.5,2.3
