location,SPI,frequency
"Albany, Gentry County, MO",-1.9,1.3333333333333333
"Auxvasse, Audrain County, MO",-1.9,1.8571428571428572
"Brunswick, Carroll County, MO",-1.9,1.6666666666666667
"Cardwell, Dunklin County, MO",-1.9,1.75
"Charleston, Mississippi County, MO",-1.9,1.8571428571428572
"Clarkton, Dunklin County, MO",-1.9,2.0
"Columbia-Sanborn Field, Boone County, MO",-1.9,1.8333333333333333
"Columbia-South Farms, Boone County, MO",-1.9,2.0
"Cook Station, Crawford County, MO",-1.9,1.8571428571428572
"Corning, Atchison County, MO",-1.9,1.5
"Delta, Cape Girardeau County, MO",-1.9,1.7142857142857142
"Glennonville, Dunklin County, MO",-1.9,1.25
"Hayward, Pemiscot County, MO",-1.9,1.5
"Lamar, Barton County, MO",-1.9,1.4285714285714286
"Linneus, Linn County, MO",-1.9,2.0
"Monroe City, Monroe County, MO",-1.9,1.25
"Novelty, Knox County, MO",-1.9,1.4285714285714286
"Portageville, Pemiscot County, MO",-1.9,2.75
"St. Joseph, Buchanan County, MO",-1.9,2.0
