location,SPI,frequency
"Albany, Gentry County, MO",-1.7,1.625
"Auxvasse, Audrain County, MO",-1.7,2.0
"Brunswick, Carroll County, MO",-1.7,2.125
"Cardwell, Dunklin County, MO",-1.7,1.9
"Charleston, Mississippi County, MO",-1.7,2.125
"Clarkton, Dunklin County, MO",-1.7,2.142857142857143
"Columbia-Sanborn Field, Boone County, MO",-1.7,2.125
"Columbia-South Farms, Boone County, MO",-1.7,2.0
"Cook Station, Crawford County, MO",-1.7,1.8888888888888888
"Corning, Atchison County, MO",-1.7,1.75
"Delta, Cape Girardeau County, MO",-1.7,1.75
"Glennonville, Dunklin County, MO",-1.7,1.4444444444444444
"Hayward, Pemiscot County, MO",-1.7,1.4
"Lamar, Barton County, MO",-1.7,1.7777777777777777
"Linneus, Linn County, MO",-1.7,1.875
"Monroe City, Monroe County, MO",-1.7,1.9
"Novelty, Knox County, MO",-1.7,1.5555555555555556
"Portageville, Pemiscot County, MO",-1.7,3.0
"St. Joseph, Buchanan County, MO",-1.7,2.0
