location,duration
"Albany, Gentry County, MO",7.636363636363637
"Auxvasse, Audrain County, MO",5.230769230769231
"Brunswick, Carroll County, MO",4.7
"Cardwell, Dunklin County, MO",4.533333333333333
"Charleston, Mississippi County, MO",5.833333333333333
"Clarkton, Dunklin County, MO",5.0
"Columbia-Sanborn Field, Boone County, MO",5.166666666666667
"Columbia-South Farms, Boone County, MO",7.625
"Cook Station, Crawford County, MO",4.444444444444445
"Corning, Atchison County, MO",4.222222222222222
"Delta, Cape Girardeau County, MO",4.190476190476191
"Glennonville, Dunklin County, MO",5.75
"Hayward, Pemiscot County, MO",4.125
"Lamar, Barton County, MO",7.9
"Linneus, Linn County, MO",6.615384615384615
"Monroe City, Monroe County, MO",6.454545454545454
"Novelty, Knox County, MO",4.4375
"Portageville, Pemiscot County, MO",5.7272727272727275
"St. Joseph, Buchanan County, MO",4.6875
