location,SPI,frequency
"Albany, Gentry County, MO",-0.8,4.4
"Auxvasse, Audrain County, MO",-0.8,4.857142857142857
"Brunswick, Carroll County, MO",-0.8,3.8823529411764706
"Cardwell, Dunklin County, MO",-0.8,4.1875
"Charleston, Mississippi County, MO",-0.8,3.7777777777777777
"Clarkton, Dunklin County, MO",-0.8,4.75
"Columbia-Sanborn Field, Boone County, MO",-0.8,4.375
"Columbia-South Farms, Boone County, MO",-0.8,4.5
"Cook Station, Crawford County, MO",-0.8,3.25
"Corning, Atchison County, MO",-0.8,4.857142857142857
"Delta, Cape Girardeau County, MO",-0.8,4.733333333333333
"Glennonville, Dunklin County, MO",-0.8,4.533333333333333
"Hayward, Pemiscot County, MO",-0.8,3.5555555555555554
"Lamar, Barton County, MO",-0.8,3.823529411764706
"Linneus, Linn County, MO",-0.8,4.1875
"Monroe City, Monroe County, MO",-0.8,5.0
"Novelty, Knox County, MO",-0.8,4.117647058823529
"Portageville, Pemiscot County, MO",-0.8,3.764705882352941
"St. Joseph, Buchanan County, MO",-0.8,3.35
