location,SPI,frequency
"Albany, Gentry County, MO",-1.8,2.0
"Auxvasse, Audrain County, MO",-1.8,1.5
"Brunswick, Carroll County, MO",-1.8,2.7142857142857144
"Cardwell, Dunklin County, MO",-1.8,2.1666666666666665
"Charleston, Mississippi County, MO",-1.8,1.625
"Clarkton, Dunklin County, MO",-1.8,2.1666666666666665
"Columbia-Sanborn Field, Boone County, MO",-1.8,1.8333333333333333
"Columbia-South Farms, Boone County, MO",-1.8,1.8333333333333333
"Cook Station, Crawford County, MO",-1.8,1.6
"Corning, Atchison County, MO",-1.8,3.25
"Delta, Cape Girardeau County, MO",-1.8,2.8
"Glennonville, Dunklin County, MO",-1.8,2.4
"Hayward, Pemiscot County, MO",-1.8,1.75
"Lamar, Barton County, MO",-1.8,1.4285714285714286
"Linneus, Linn County, MO",-1.8,1.3333333333333333
"Monroe City, Monroe County, MO",-1.8,1.4
"Novelty, Knox County, MO",-1.8,1.7142857142857142
"Portageville, Pemiscot County, MO",-1.8,2.142857142857143
"St. Joseph, Buchanan County, MO",-1.8,1.6
