location,SPI,frequency
"Albany, Gentry County, MO",-0.2,5.904761904761905
"Auxvasse, Audrain County, MO",-0.2,6.5
"Brunswick, Carroll County, MO",-0.2,5.173913043478261
"Cardwell, Dunklin County, MO",-0.2,5.545454545454546
"Charleston, Mississippi County, MO",-0.2,4.833333333333333
"Clarkton, Dunklin County, MO",-0.2,5.636363636363637
"Columbia-Sanborn Field, Boone County, MO",-0.2,5.545454545454546
"Columbia-South Farms, Boone County, MO",-0.2,5.818181818181818
"Cook Station, Crawford County, MO",-0.2,4.538461538461538
"Corning, Atchison County, MO",-0.2,6.15
"Delta, Cape Girardeau County, MO",-0.2,6.095238095238095
"Glennonville, Dunklin County, MO",-0.2,6.190476190476191
"Hayward, Pemiscot County, MO",-0.2,4.833333333333333
"Lamar, Barton County, MO",-0.2,5.173913043478261
"Linneus, Linn County, MO",-0.2,6.0
"Monroe City, Monroe County, MO",-0.2,5.857142857142857
"Novelty, Knox County, MO",-0.2,5.869565217391305
"Portageville, Pemiscot County, MO",-0.2,5.173913043478261
"St. Joseph, Buchanan County, MO",-0.2,4.3076923076923075
