location,SPI,frequency
"Albany, Gentry County, MO",-1.6,2.7142857142857144
"Auxvasse, Audrain County, MO",-1.6,2.1666666666666665
"Brunswick, Carroll County, MO",-1.6,3.111111111111111
"Cardwell, Dunklin County, MO",-1.6,2.875
"Charleston, Mississippi County, MO",-1.6,2.3
"Clarkton, Dunklin County, MO",-1.6,2.125
"Columbia-Sanborn Field, Boone County, MO",-1.6,2.75
"Columbia-South Farms, Boone County, MO",-1.6,2.75
"Cook Station, Crawford County, MO",-1.6,2.0833333333333335
"Corning, Atchison County, MO",-1.6,3.3333333333333335
"Delta, Cape Girardeau County, MO",-1.6,2.857142857142857
"Glennonville, Dunklin County, MO",-1.6,2.5714285714285716
"Hayward, Pemiscot County, MO",-1.6,2.1
"Lamar, Barton County, MO",-1.6,2.3333333333333335
"Linneus, Linn County, MO",-1.6,1.75
"Monroe City, Monroe County, MO",-1.6,2.7142857142857144
"Novelty, Knox County, MO",-1.6,1.7777777777777777
"Portageville, Pemiscot County, MO",-1.6,2.4444444444444446
"St. Joseph, Buchanan County, MO",-1.6,1.5
