location,SPI,frequency
"Albany, Gentry County, MO",-1.5,2.5
"Auxvasse, Audrain County, MO",-1.5,2.857142857142857
"Brunswick, Carroll County, MO",-1.5,3.0
"Cardwell, Dunklin County, MO",-1.5,3.111111111111111
"Charleston, Mississippi County, MO",-1.5,2.5454545454545454
"Clarkton, Dunklin County, MO",-1.5,2.3333333333333335
"Columbia-Sanborn Field, Boone County, MO",-1.5,2.5555555555555554
"Columbia-South Farms, Boone County, MO",-1.5,2.6666666666666665
"Cook Station, Crawford County, MO",-1.5,2.0
"Corning, Atchison County, MO",-1.5,3.142857142857143
"Delta, Cape Girardeau County, MO",-1.5,3.0
"Glennonville, Dunklin County, MO",-1.5,2.75
"Hayward, Pemiscot County, MO",-1.5,2.5454545454545454
"Lamar, Barton County, MO",-1.5,2.3
"Linneus, Linn County, MO",-1.5,2.111111111111111
"Monroe City, Monroe County, MO",-1.5,2.75
"Novelty, Knox County, MO",-1.5,2.0
"Portageville, Pemiscot County, MO",-1.5,3.0
"St. Joseph, Buchanan County, MO",-1.5,1.6923076923076923
