location,SPI,frequency
"Albany, Gentry County, MO",-2.1,1.6666666666666667
"Auxvasse, Audrain County, MO",-2.1,3.0
"Brunswick, Carroll County, MO",-2.1,2.25
"Cardwell, Dunklin County, MO",-2.1,2.3333333333333335
"Charleston, Mississippi County, MO",-2.1,1.2
"Clarkton, Dunklin County, MO",-2.1,1.6666666666666667
"Columbia-Sanborn Field, Boone County, MO",-2.1,1.3333333333333333
"Columbia-South Farms, Boone County, MO",-2.1,1.6666666666666667
"Cook Station, Crawford County, MO",-2.1,1.25
"Corning, Atchison County, MO",-2.1,4.0
"Delta, Cape Girardeau County, MO",-2.1,3.5
"Glennonville, Dunklin County, MO",-2.1,1.0
"Hayward, Pemiscot County, MO",-2.1,1.5
"Lamar, Barton County, MO",-2.1,1.25
"Linneus, Linn County, MO",-2.1,1.4
"Monroe City, Monroe County, MO",-2.1,1.0
"Novelty, Knox County, MO",-2.1,1.4
"Portageville, Pemiscot County, MO",-2.1,2.0
"St. Joseph, Buchanan County, MO",-2.1,1.8571428571428572
