location,SPI,frequency
"Albany, Gentry County, MO",-0.5,5.166666666666667
"Auxvasse, Audrain County, MO",-0.5,5.647058823529412
"Brunswick, Carroll County, MO",-0.5,4.45
"Cardwell, Dunklin County, MO",-0.5,5.052631578947368
"Charleston, Mississippi County, MO",-0.5,4.380952380952381
"Clarkton, Dunklin County, MO",-0.5,5.2105263157894735
"Columbia-Sanborn Field, Boone County, MO",-0.5,5.368421052631579
"Columbia-South Farms, Boone County, MO",-0.5,5.052631578947368
"Cook Station, Crawford County, MO",-0.5,3.608695652173913
"Corning, Atchison County, MO",-0.5,5.352941176470588
"Delta, Cape Girardeau County, MO",-0.5,5.444444444444445
"Glennonville, Dunklin County, MO",-0.5,5.555555555555555
"Hayward, Pemiscot County, MO",-0.5,4.619047619047619
"Lamar, Barton County, MO",-0.5,4.65
"Linneus, Linn County, MO",-0.5,5.052631578947368
"Monroe City, Monroe County, MO",-0.5,5.777777777777778
"Novelty, Knox County, MO",-0.5,4.9
"Portageville, Pemiscot County, MO",-0.5,4.35
"St. Joseph, Buchanan County, MO",-0.5,3.6956521739130435
