location,SPI,frequency
"Albany, Gentry County, MO",-0.7,4.625
"Auxvasse, Audrain County, MO",-0.7,5.333333333333333
"Brunswick, Carroll County, MO",-0.7,4.0
"Cardwell, Dunklin County, MO",-0.7,4.352941176470588
"Charleston, Mississippi County, MO",-0.7,3.9473684210526314
"Clarkton, Dunklin County, MO",-0.7,4.647058823529412
"Columbia-Sanborn Field, Boone County, MO",-0.7,4.9411764705882355
"Columbia-South Farms, Boone County, MO",-0.7,4.588235294117647
"Cook Station, Crawford County, MO",-0.7,3.3333333333333335
"Corning, Atchison County, MO",-0.7,4.733333333333333
"Delta, Cape Girardeau County, MO",-0.7,5.0625
"Glennonville, Dunklin County, MO",-0.7,4.8125
"Hayward, Pemiscot County, MO",-0.7,3.736842105263158
"Lamar, Barton County, MO",-0.7,4.277777777777778
"Linneus, Linn County, MO",-0.7,4.705882352941177
"Monroe City, Monroe County, MO",-0.7,5.125
"Novelty, Knox County, MO",-0.7,4.444444444444445
"Portageville, Pemiscot County, MO",-0.7,4.111111111111111
"St. Joseph, Buchanan County, MO",-0.7,3.4285714285714284
