location,SPI,frequency
"Albany, Gentry County, MO",-1.9,2.0
"Auxvasse, Audrain County, MO",-1.9,1.6666666666666667
"Brunswick, Carroll County, MO",-1.9,2.1666666666666665
"Cardwell, Dunklin County, MO",-1.9,2.2
"Charleston, Mississippi County, MO",-1.9,1.4285714285714286
"Clarkton, Dunklin County, MO",-1.9,2.4
"Columbia-Sanborn Field, Boone County, MO",-1.9,1.4
"Columbia-South Farms, Boone County, MO",-1.9,1.8
"Cook Station, Crawford County, MO",-1.9,1.2222222222222223
"Corning, Atchison County, MO",-1.9,3.0
"Delta, Cape Girardeau County, MO",-1.9,2.75
"Glennonville, Dunklin County, MO",-1.9,2.5
"Hayward, Pemiscot County, MO",-1.9,1.75
"Lamar, Barton County, MO",-1.9,1.3333333333333333
"Linneus, Linn County, MO",-1.9,1.3333333333333333
"Monroe City, Monroe County, MO",-1.9,1.5
"Novelty, Knox County, MO",-1.9,1.6666666666666667
"Portageville, Pemiscot County, MO",-1.9,2.0
"St. Joseph, Buchanan County, MO",-1.9,1.6666666666666667
