location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",-1.3,4,5,1
"Albany, Gentry County, MO",-1.3,23,25,2
"Albany, Gentry County, MO",-1.3,30,32,2
"Albany, Gentry County, MO",-1.3,34,39,5
"Albany, Gentry County, MO",-1.3,44,46,2
"Albany, Gentry County, MO",-1.3,78,79,1
"Albany, Gentry County, MO",-1.3,133,134,1
"Albany, Gentry County, MO",-1.3,149,152,3
"Albany, Gentry County, MO",-1.3,163,165,2
"Albany, Gentry County, MO",-1.3,169,171,2
"Albany, Gentry County, MO",-1.3,183,184,1
"Albany, Gentry County, MO",-1.3,216,217,1
"Albany, Gentry County, MO",-1.3,219,223,4
"Albany, Gentry County, MO",-1.3,249,250,1
"Albany, Gentry County, MO",-1.3,286,287,1
"Auxvasse, Audrain County, MO",-1.3,3,5,2
"Auxvasse, Audrain County, MO",-1.3,36,37,1
"Auxvasse, Audrain County, MO",-1.3,63,67,4
"Auxvasse, Audrain County, MO",-1.3,73,74,1
"Auxvasse, Audrain County, MO",-1.3,92,94,2
"Auxvasse, Audrain County, MO",-1.3,140,142,2
"Auxvasse, Audrain County, MO",-1.3,150,152,2
"Auxvasse, Audrain County, MO",-1.3,163,164,1
"Auxvasse, Audrain County, MO",-1.3,169,171,2
"Auxvasse, Audrain County, MO",-1.3,182,183,1
"Auxvasse, Audrain County, MO",-1.3,189,190,1
"Auxvasse, Audrain County, MO",-1.3,194,196,2
"Auxvasse, Audrain County, MO",-1.3,203,204,1
"Auxvasse, Audrain County, MO",-1.3,205,206,1
"Auxvasse, Audrain County, MO",-1.3,216,217,1
"Auxvasse, Audrain County, MO",-1.3,220,222,2
"Auxvasse, Audrain County, MO",-1.3,280,283,3
"Auxvasse, Audrain County, MO",-1.3,286,287,1
"Brunswick, Carroll County, MO",-1.3,3,5,2
"Brunswick, Carroll County, MO",-1.3,34,35,1
"Brunswick, Carroll County, MO",-1.3,36,37,1
"Brunswick, Carroll County, MO",-1.3,73,74,1
"Brunswick, Carroll County, MO",-1.3,131,132,1
"Brunswick, Carroll County, MO",-1.3,141,142,1
"Brunswick, Carroll County, MO",-1.3,150,152,2
"Brunswick, Carroll County, MO",-1.3,163,166,3
"Brunswick, Carroll County, MO",-1.3,169,171,2
"Brunswick, Carroll County, MO",-1.3,172,173,1
"Brunswick, Carroll County, MO",-1.3,183,184,1
"Brunswick, Carroll County, MO",-1.3,189,190,1
"Brunswick, Carroll County, MO",-1.3,216,217,1
"Brunswick, Carroll County, MO",-1.3,220,223,3
"Brunswick, Carroll County, MO",-1.3,260,261,1
"Brunswick, Carroll County, MO",-1.3,262,263,1
"Brunswick, Carroll County, MO",-1.3,272,274,2
"Brunswick, Carroll County, MO",-1.3,280,283,3
"Cardwell, Dunklin County, MO",-1.3,8,10,2
"Cardwell, Dunklin County, MO",-1.3,16,17,1
"Cardwell, Dunklin County, MO",-1.3,19,21,2
"Cardwell, Dunklin County, MO",-1.3,71,72,1
"Cardwell, Dunklin County, MO",-1.3,73,74,1
"Cardwell, Dunklin County, MO",-1.3,87,89,2
"Cardwell, Dunklin County, MO",-1.3,91,92,1
"Cardwell, Dunklin County, MO",-1.3,102,104,2
"Cardwell, Dunklin County, MO",-1.3,122,123,1
"Cardwell, Dunklin County, MO",-1.3,127,128,1
"Cardwell, Dunklin County, MO",-1.3,129,130,1
"Cardwell, Dunklin County, MO",-1.3,147,150,3
"Cardwell, Dunklin County, MO",-1.3,170,171,1
"Cardwell, Dunklin County, MO",-1.3,180,182,2
"Cardwell, Dunklin County, MO",-1.3,213,216,3
"Cardwell, Dunklin County, MO",-1.3,273,275,2
"Cardwell, Dunklin County, MO",-1.3,291,292,1
"Charleston, Mississippi County, MO",-1.3,12,14,2
"Charleston, Mississippi County, MO",-1.3,16,18,2
"Charleston, Mississippi County, MO",-1.3,49,52,3
"Charleston, Mississippi County, MO",-1.3,54,55,1
"Charleston, Mississippi County, MO",-1.3,56,57,1
"Charleston, Mississippi County, MO",-1.3,64,66,2
"Charleston, Mississippi County, MO",-1.3,71,72,1
"Charleston, Mississippi County, MO",-1.3,73,74,1
"Charleston, Mississippi County, MO",-1.3,104,107,3
"Charleston, Mississippi County, MO",-1.3,126,128,2
"Charleston, Mississippi County, MO",-1.3,139,140,1
"Charleston, Mississippi County, MO",-1.3,147,152,5
"Charleston, Mississippi County, MO",-1.3,170,171,1
"Charleston, Mississippi County, MO",-1.3,180,182,2
"Charleston, Mississippi County, MO",-1.3,189,190,1
"Charleston, Mississippi County, MO",-1.3,202,203,1
"Charleston, Mississippi County, MO",-1.3,214,215,1
"Charleston, Mississippi County, MO",-1.3,216,217,1
"Charleston, Mississippi County, MO",-1.3,273,275,2
"Charleston, Mississippi County, MO",-1.3,281,283,2
"Charleston, Mississippi County, MO",-1.3,287,288,1
"Charleston, Mississippi County, MO",-1.3,291,292,1
"Clarkton, Dunklin County, MO",-1.3,8,10,2
"Clarkton, Dunklin County, MO",-1.3,16,17,1
"Clarkton, Dunklin County, MO",-1.3,49,50,1
"Clarkton, Dunklin County, MO",-1.3,64,65,1
"Clarkton, Dunklin County, MO",-1.3,71,72,1
"Clarkton, Dunklin County, MO",-1.3,73,74,1
"Clarkton, Dunklin County, MO",-1.3,87,89,2
"Clarkton, Dunklin County, MO",-1.3,92,93,1
"Clarkton, Dunklin County, MO",-1.3,110,111,1
"Clarkton, Dunklin County, MO",-1.3,127,130,3
"Clarkton, Dunklin County, MO",-1.3,132,134,2
"Clarkton, Dunklin County, MO",-1.3,139,140,1
"Clarkton, Dunklin County, MO",-1.3,148,151,3
"Clarkton, Dunklin County, MO",-1.3,170,171,1
"Clarkton, Dunklin County, MO",-1.3,180,182,2
"Clarkton, Dunklin County, MO",-1.3,214,215,1
"Clarkton, Dunklin County, MO",-1.3,274,275,1
"Clarkton, Dunklin County, MO",-1.3,281,283,2
"Clarkton, Dunklin County, MO",-1.3,291,292,1
"Columbia-Sanborn Field, Boone County, MO",-1.3,36,37,1
"Columbia-Sanborn Field, Boone County, MO",-1.3,73,74,1
"Columbia-Sanborn Field, Boone County, MO",-1.3,75,76,1
"Columbia-Sanborn Field, Boone County, MO",-1.3,131,132,1
"Columbia-Sanborn Field, Boone County, MO",-1.3,150,153,3
"Columbia-Sanborn Field, Boone County, MO",-1.3,163,164,1
"Columbia-Sanborn Field, Boone County, MO",-1.3,169,171,2
