location,SPI,frequency
"Albany, Gentry County, MO",-4.6,
"Auxvasse, Audrain County, MO",-4.6,
"Brunswick, Carroll County, MO",-4.6,
"Cardwell, Dunklin County, MO",-4.6,
"Charleston, Mississippi County, MO",-4.6,
"Clarkton, Dunklin County, MO",-4.6,
"Columbia-Sanborn Field, Boone County, MO",-4.6,
"Columbia-South Farms, Boone County, MO",-4.6,
"Cook Station, Crawford County, MO",-4.6,
"Corning, Atchison County, MO",-4.6,
"Delta, Cape Girardeau County, MO",-4.6,
"Glennonville, Dunklin County, MO",-4.6,
"Hayward, Pemiscot County, MO",-4.6,
"Lamar, Barton County, MO",-4.6,
"Linneus, Linn County, MO",-4.6,
"Monroe City, Monroe County, MO",-4.6,
"Novelty, Knox County, MO",-4.6,
"Portageville, Pemiscot County, MO",-4.6,
"St. Joseph, Buchanan County, MO",-4.6,
