location,SPI,frequency
"Albany, Gentry County, MO",-0.7,4.5625
"Auxvasse, Audrain County, MO",-0.7,5.714285714285714
"Brunswick, Carroll County, MO",-0.7,4.0
"Cardwell, Dunklin County, MO",-0.7,3.0
"Charleston, Mississippi County, MO",-0.7,3.6315789473684212
"Clarkton, Dunklin County, MO",-0.7,4.625
"Columbia-Sanborn Field, Boone County, MO",-0.7,5.0
"Columbia-South Farms, Boone County, MO",-0.7,5.466666666666667
"Cook Station, Crawford County, MO",-0.7,4.625
"Corning, Atchison County, MO",-0.7,4.111111111111111
"Delta, Cape Girardeau County, MO",-0.7,6.071428571428571
"Glennonville, Dunklin County, MO",-0.7,4.3125
"Hayward, Pemiscot County, MO",-0.7,3.3157894736842106
"Lamar, Barton County, MO",-0.7,4.625
"Linneus, Linn County, MO",-0.7,5.0625
"Monroe City, Monroe County, MO",-0.7,4.75
"Novelty, Knox County, MO",-0.7,4.705882352941177
"Portageville, Pemiscot County, MO",-0.7,3.2222222222222223
"St. Joseph, Buchanan County, MO",-0.7,4.117647058823529
