location,SPI,frequency
"Albany, Gentry County, MO",-2.2,2.0
"Auxvasse, Audrain County, MO",-2.2,
"Brunswick, Carroll County, MO",-2.2,1.6666666666666667
"Cardwell, Dunklin County, MO",-2.2,1.75
"Charleston, Mississippi County, MO",-2.2,1.0
"Clarkton, Dunklin County, MO",-2.2,1.0
"Columbia-Sanborn Field, Boone County, MO",-2.2,2.0
"Columbia-South Farms, Boone County, MO",-2.2,2.0
"Cook Station, Crawford County, MO",-2.2,3.3333333333333335
"Corning, Atchison County, MO",-2.2,1.0
"Delta, Cape Girardeau County, MO",-2.2,
"Glennonville, Dunklin County, MO",-2.2,1.0
"Hayward, Pemiscot County, MO",-2.2,1.75
"Lamar, Barton County, MO",-2.2,2.0
"Linneus, Linn County, MO",-2.2,1.0
"Monroe City, Monroe County, MO",-2.2,1.0
"Novelty, Knox County, MO",-2.2,1.0
"Portageville, Pemiscot County, MO",-2.2,1.75
"St. Joseph, Buchanan County, MO",-2.2,2.75
