location,SPI,frequency
"Albany, Gentry County, MO",-1.6,3.2857142857142856
"Auxvasse, Audrain County, MO",-1.6,2.6
"Brunswick, Carroll County, MO",-1.6,2.5
"Cardwell, Dunklin County, MO",-1.6,1.9
"Charleston, Mississippi County, MO",-1.6,2.3
"Clarkton, Dunklin County, MO",-1.6,3.4285714285714284
"Columbia-Sanborn Field, Boone County, MO",-1.6,2.857142857142857
"Columbia-South Farms, Boone County, MO",-1.6,2.6666666666666665
"Cook Station, Crawford County, MO",-1.6,3.0
"Corning, Atchison County, MO",-1.6,1.2222222222222223
"Delta, Cape Girardeau County, MO",-1.6,3.6
"Glennonville, Dunklin County, MO",-1.6,2.2857142857142856
"Hayward, Pemiscot County, MO",-1.6,2.3
"Lamar, Barton County, MO",-1.6,3.7142857142857144
"Linneus, Linn County, MO",-1.6,1.4285714285714286
"Monroe City, Monroe County, MO",-1.6,2.142857142857143
"Novelty, Knox County, MO",-1.6,1.5
"Portageville, Pemiscot County, MO",-1.6,2.4444444444444446
"St. Joseph, Buchanan County, MO",-1.6,2.75
