location,SPI,frequency
"Albany, Gentry County, MO",-1.7,2.8333333333333335
"Auxvasse, Audrain County, MO",-1.7,2.25
"Brunswick, Carroll County, MO",-1.7,2.4285714285714284
"Cardwell, Dunklin County, MO",-1.7,2.0
"Charleston, Mississippi County, MO",-1.7,2.0
"Clarkton, Dunklin County, MO",-1.7,3.3333333333333335
"Columbia-Sanborn Field, Boone County, MO",-1.7,2.5
"Columbia-South Farms, Boone County, MO",-1.7,2.2
"Cook Station, Crawford County, MO",-1.7,3.0
"Corning, Atchison County, MO",-1.7,1.25
"Delta, Cape Girardeau County, MO",-1.7,3.25
"Glennonville, Dunklin County, MO",-1.7,2.3333333333333335
"Hayward, Pemiscot County, MO",-1.7,2.0
"Lamar, Barton County, MO",-1.7,3.5
"Linneus, Linn County, MO",-1.7,1.5
"Monroe City, Monroe County, MO",-1.7,1.8333333333333333
"Novelty, Knox County, MO",-1.7,1.2857142857142858
"Portageville, Pemiscot County, MO",-1.7,2.5
"St. Joseph, Buchanan County, MO",-1.7,2.7142857142857144
