location,duration
"Albany, Gentry County, MO",2.0
"Auxvasse, Audrain County, MO",1.25
"Brunswick, Carroll County, MO",2.3333333333333335
"Cardwell, Dunklin County, MO",4.25
"Charleston, Mississippi County, MO",2.0
"Clarkton, Dunklin County, MO",2.0
"Columbia-Sanborn Field, Boone County, MO",3.3333333333333335
"Columbia-South Farms, Boone County, MO",1.8
"Cook Station, Crawford County, MO",3.75
"Corning, Atchison County, MO",2.25
"Delta, Cape Girardeau County, MO",1.4
"Glennonville, Dunklin County, MO",2.0
"Hayward, Pemiscot County, MO",2.6
"Lamar, Barton County, MO",2.0
"Linneus, Linn County, MO",2.0
"Monroe City, Monroe County, MO",1.75
"Novelty, Knox County, MO",3.5
"Portageville, Pemiscot County, MO",3.0
"St. Joseph, Buchanan County, MO",4.25
