location,duration
"Albany, Gentry County, MO",7.647058823529412
"Auxvasse, Audrain County, MO",13.222222222222221
"Brunswick, Carroll County, MO",6.933333333333334
"Cardwell, Dunklin County, MO",5.304347826086956
"Charleston, Mississippi County, MO",5.565217391304348
"Clarkton, Dunklin County, MO",7.6875
"Columbia-Sanborn Field, Boone County, MO",8.636363636363637
"Columbia-South Farms, Boone County, MO",7.6923076923076925
"Cook Station, Crawford County, MO",10.636363636363637
"Corning, Atchison County, MO",7.0
"Delta, Cape Girardeau County, MO",6.090909090909091
"Glennonville, Dunklin County, MO",6.0476190476190474
"Hayward, Pemiscot County, MO",7.666666666666667
"Lamar, Barton County, MO",7.25
"Linneus, Linn County, MO",8.235294117647058
"Monroe City, Monroe County, MO",11.6
"Novelty, Knox County, MO",7.375
"Portageville, Pemiscot County, MO",6.285714285714286
"St. Joseph, Buchanan County, MO",8.076923076923077
