location,duration
"Albany, Gentry County, MO",130
"Auxvasse, Audrain County, MO",119
"Brunswick, Carroll County, MO",104
"Cardwell, Dunklin County, MO",122
"Charleston, Mississippi County, MO",128
"Clarkton, Dunklin County, MO",123
"Columbia-Sanborn Field, Boone County, MO",95
"Columbia-South Farms, Boone County, MO",100
"Cook Station, Crawford County, MO",117
"Corning, Atchison County, MO",133
"Delta, Cape Girardeau County, MO",134
"Glennonville, Dunklin County, MO",127
"Hayward, Pemiscot County, MO",115
"Lamar, Barton County, MO",116
"Linneus, Linn County, MO",140
"Monroe City, Monroe County, MO",116
"Novelty, Knox County, MO",118
"Portageville, Pemiscot County, MO",132
"St. Joseph, Buchanan County, MO",105
