location,duration
"Albany, Gentry County, MO",6
"Brunswick, Carroll County, MO",5
"Cardwell, Dunklin County, MO",11
"Charleston, Mississippi County, MO",7
"Clarkton, Dunklin County, MO",3
"Columbia-Sanborn Field, Boone County, MO",6
"Columbia-South Farms, Boone County, MO",3
"Cook Station, Crawford County, MO",11
"Corning, Atchison County, MO",6
"Delta, Cape Girardeau County, MO",1
"Glennonville, Dunklin County, MO",3
"Hayward, Pemiscot County, MO",8
"Lamar, Barton County, MO",5
"Linneus, Linn County, MO",2
"Monroe City, Monroe County, MO",3
"Novelty, Knox County, MO",3
"Portageville, Pemiscot County, MO",10
"St. Joseph, Buchanan County, MO",16
