location,duration
"Albany, Gentry County, MO",24
"Auxvasse, Audrain County, MO",19
"Brunswick, Carroll County, MO",24
"Cardwell, Dunklin County, MO",21
"Charleston, Mississippi County, MO",24
"Clarkton, Dunklin County, MO",25
"Columbia-Sanborn Field, Boone County, MO",21
"Columbia-South Farms, Boone County, MO",17
"Cook Station, Crawford County, MO",23
"Corning, Atchison County, MO",14
"Delta, Cape Girardeau County, MO",21
"Glennonville, Dunklin County, MO",18
"Hayward, Pemiscot County, MO",23
"Lamar, Barton County, MO",27
"Linneus, Linn County, MO",14
"Monroe City, Monroe County, MO",17
"Novelty, Knox County, MO",13
"Portageville, Pemiscot County, MO",24
"St. Joseph, Buchanan County, MO",26
