location,duration
"Albany, Gentry County, MO",14
"Auxvasse, Audrain County, MO",5
"Brunswick, Carroll County, MO",14
"Cardwell, Dunklin County, MO",17
"Charleston, Mississippi County, MO",12
"Clarkton, Dunklin County, MO",12
"Columbia-Sanborn Field, Boone County, MO",10
"Columbia-South Farms, Boone County, MO",9
"Cook Station, Crawford County, MO",15
"Corning, Atchison County, MO",9
"Delta, Cape Girardeau County, MO",7
"Glennonville, Dunklin County, MO",12
"Hayward, Pemiscot County, MO",13
"Lamar, Barton County, MO",12
"Linneus, Linn County, MO",6
"Monroe City, Monroe County, MO",7
"Novelty, Knox County, MO",7
"Portageville, Pemiscot County, MO",15
"St. Joseph, Buchanan County, MO",17
