Year      Month     Average
2000      1         1.9200
2000      2         3.1600
2000      3         4.2800
2000      4         3.0800
2000      5         5.7900
2000      6         2.8300
2000      7         1.8400
2000      8         0.9000
2000      9         1.9200
2000      10        1.1900
2000      11        4.7900
2000      12        3.1100
2001      1         2.1100
2001      2         7.5700
2001      3         4.0700
2001      4         2.6300
2001      5         3.9200
2001      6         1.4200
2001      7         3.0000
2001      8         1.7300
2001      9         3.2300
2001      10        7.1600
2001      11        5.2900
2001      12        8.1300
2002      1         5.5900
2002      2         1.8900
2002      3         7.5100
2002      4         1.4800
2002      5         5.0400
2002      6         5.3300
2002      7         1.1600
2002      8         4.4700
2002      9         5.7600
2002      10        3.6500
2002      11        1.7900
2002      12        7.4800
2003      1         1.0200
2003      2         6.3400
2003      3         1.5300
2003      4         2.8800
2003      5         14.2500
2003      6         2.6300
2003      7         4.8400
2003      8         2.4300
2003      9         5.2700
2003      10        2.7800
2003      11        5.6600
2003      12        2.8500
2004      1         3.1800
2004      2         2.5200
2004      3         3.6600
2004      4         6.8100
2004      5         6.6200
2004      6         2.0800
2004      7         3.7600
2004      8         3.1800
2004      9         0.0000
2004      10        3.9000
2004      11        7.7100
2004      12        3.1400
2005      1         4.5500
2005      2         2.6200
2005      3         3.7900
2005      4         4.7200
2005      5         0.8400
2005      6         2.4100
2005      7         5.4300
2005      8         5.0000
2005      9         5.0500
2005      10        0.0000
2005      11        3.1700
2005      12        0.4800
2006      1         4.9500
2006      2         2.1300
2006      3         4.0300
2006      4         1.4300
2006      5         5.0000
2006      6         2.1400
2006      7         4.7400
2006      8         5.2700
2006      9         6.2000
2006      10        3.9200
2006      11        5.6300
2006      12        4.6100
2007      1         5.5900
2007      2         1.7300
2007      3         1.1400
2007      4         3.4200
2007      5         0.7100
2007      6         1.6400
2007      7         3.4900
2007      8         0.1700
2007      9         2.6500
2007      10        6.4800
2007      11        2.9500
2007      12        6.6100
2008      1         1.9700
2008      2         3.4100
2008      3         8.8600
2008      4         6.1900
2008      5         2.3800
2008      6         1.2600
2008      7         3.0600
2008      8         4.0800
2008      9         2.2200
2008      10        2.5200
2008      11        1.8400
2008      12        5.9200
