location,SPI,frequency
"Albany, Gentry County, MO",-0.1,138
"Auxvasse, Audrain County, MO",-0.1,147
"Brunswick, Carroll County, MO",-0.1,137
"Cardwell, Dunklin County, MO",-0.1,135
"Charleston, Mississippi County, MO",-0.1,136
"Clarkton, Dunklin County, MO",-0.1,138
"Columbia-Sanborn Field, Boone County, MO",-0.1,139
"Columbia-South Farms, Boone County, MO",-0.1,134
"Cook Station, Crawford County, MO",-0.1,134
"Corning, Atchison County, MO",-0.1,137
"Delta, Cape Girardeau County, MO",-0.1,149
"Glennonville, Dunklin County, MO",-0.1,140
"Hayward, Pemiscot County, MO",-0.1,131
"Lamar, Barton County, MO",-0.1,137
"Linneus, Linn County, MO",-0.1,131
"Monroe City, Monroe County, MO",-0.1,141
"Novelty, Knox County, MO",-0.1,142
"Portageville, Pemiscot County, MO",-0.1,140
"St. Joseph, Buchanan County, MO",-0.1,123
