location,SPI,frequency
"Albany, Gentry County, MO",-0.5,93
"Auxvasse, Audrain County, MO",-0.5,95
"Brunswick, Carroll County, MO",-0.5,85
"Cardwell, Dunklin County, MO",-0.5,99
"Charleston, Mississippi County, MO",-0.5,95
"Clarkton, Dunklin County, MO",-0.5,96
"Columbia-Sanborn Field, Boone County, MO",-0.5,100
"Columbia-South Farms, Boone County, MO",-0.5,90
"Cook Station, Crawford County, MO",-0.5,88
"Corning, Atchison County, MO",-0.5,85
"Delta, Cape Girardeau County, MO",-0.5,96
"Glennonville, Dunklin County, MO",-0.5,98
"Hayward, Pemiscot County, MO",-0.5,96
"Lamar, Barton County, MO",-0.5,95
"Linneus, Linn County, MO",-0.5,88
"Monroe City, Monroe County, MO",-0.5,99
"Novelty, Knox County, MO",-0.5,95
"Portageville, Pemiscot County, MO",-0.5,96
"St. Joseph, Buchanan County, MO",-0.5,91
