location,duration
"Albany, Gentry County, MO",1.1666666666666667
"Auxvasse, Audrain County, MO",1.1
"Brunswick, Carroll County, MO",1.2758620689655173
"Cardwell, Dunklin County, MO",1.08
"Charleston, Mississippi County, MO",1.1111111111111112
"Clarkton, Dunklin County, MO",1.1724137931034482
"Columbia-Sanborn Field, Boone County, MO",1.1612903225806452
"Columbia-South Farms, Boone County, MO",1.1379310344827587
"Cook Station, Crawford County, MO",1.1875
"Corning, Atchison County, MO",1.0294117647058822
"Delta, Cape Girardeau County, MO",1.1333333333333333
"Glennonville, Dunklin County, MO",1.0769230769230769
"Hayward, Pemiscot County, MO",1.1111111111111112
"Lamar, Barton County, MO",1.1111111111111112
"Linneus, Linn County, MO",1.2666666666666666
"Monroe City, Monroe County, MO",1.1176470588235294
"Novelty, Knox County, MO",1.1
"Portageville, Pemiscot County, MO",1.0769230769230769
"St. Joseph, Buchanan County, MO",1.088235294117647
