location,duration
"Albany, Gentry County, MO",1.1111111111111112
"Auxvasse, Audrain County, MO",1.1111111111111112
"Brunswick, Carroll County, MO",1.4615384615384615
"Cardwell, Dunklin County, MO",1.0476190476190477
"Charleston, Mississippi County, MO",1.0
"Clarkton, Dunklin County, MO",1.1764705882352942
"Columbia-Sanborn Field, Boone County, MO",1.0476190476190477
"Columbia-South Farms, Boone County, MO",1.1428571428571428
"Cook Station, Crawford County, MO",1.1578947368421053
"Corning, Atchison County, MO",1.0555555555555556
"Delta, Cape Girardeau County, MO",1.105263157894737
"Glennonville, Dunklin County, MO",1.0714285714285714
"Hayward, Pemiscot County, MO",1.125
"Lamar, Barton County, MO",1.0526315789473684
"Linneus, Linn County, MO",1.05
"Monroe City, Monroe County, MO",1.0
"Novelty, Knox County, MO",1.0
"Portageville, Pemiscot County, MO",1.1176470588235294
"St. Joseph, Buchanan County, MO",1.05
