location,duration
"Albany, Gentry County, MO",1.7534246575342465
"Auxvasse, Audrain County, MO",1.9275362318840579
"Brunswick, Carroll County, MO",1.6753246753246753
"Cardwell, Dunklin County, MO",1.893939393939394
"Charleston, Mississippi County, MO",1.8970588235294117
"Clarkton, Dunklin County, MO",1.8630136986301369
"Columbia-Sanborn Field, Boone County, MO",1.9393939393939394
"Columbia-South Farms, Boone County, MO",1.8857142857142857
"Cook Station, Crawford County, MO",1.8714285714285714
"Corning, Atchison County, MO",1.7105263157894737
"Delta, Cape Girardeau County, MO",1.8857142857142857
"Glennonville, Dunklin County, MO",1.8888888888888888
"Hayward, Pemiscot County, MO",1.9275362318840579
"Lamar, Barton County, MO",2.1538461538461537
"Linneus, Linn County, MO",1.7142857142857142
"Monroe City, Monroe County, MO",1.911764705882353
"Novelty, Knox County, MO",1.943661971830986
"Portageville, Pemiscot County, MO",1.9696969696969697
"St. Joseph, Buchanan County, MO",1.8513513513513513
