location,duration
"Albany, Gentry County, MO",38
"Auxvasse, Audrain County, MO",35
"Brunswick, Carroll County, MO",41
"Cardwell, Dunklin County, MO",35
"Charleston, Mississippi County, MO",39
"Clarkton, Dunklin County, MO",37
"Columbia-Sanborn Field, Boone County, MO",25
"Columbia-South Farms, Boone County, MO",37
"Cook Station, Crawford County, MO",33
"Corning, Atchison County, MO",30
"Delta, Cape Girardeau County, MO",35
"Glennonville, Dunklin County, MO",36
"Hayward, Pemiscot County, MO",31
"Lamar, Barton County, MO",36
"Linneus, Linn County, MO",28
"Monroe City, Monroe County, MO",39
"Novelty, Knox County, MO",14
"Portageville, Pemiscot County, MO",30
"St. Joseph, Buchanan County, MO",39
