location,duration
"Albany, Gentry County, MO",84
"Auxvasse, Audrain County, MO",68
"Brunswick, Carroll County, MO",47
"Cardwell, Dunklin County, MO",68
"Charleston, Mississippi County, MO",70
"Clarkton, Dunklin County, MO",80
"Columbia-Sanborn Field, Boone County, MO",62
"Columbia-South Farms, Boone County, MO",61
"Cook Station, Crawford County, MO",80
"Corning, Atchison County, MO",76
"Delta, Cape Girardeau County, MO",88
"Glennonville, Dunklin County, MO",69
"Hayward, Pemiscot County, MO",66
"Lamar, Barton County, MO",79
"Linneus, Linn County, MO",86
"Monroe City, Monroe County, MO",71
"Novelty, Knox County, MO",71
"Portageville, Pemiscot County, MO",63
"St. Joseph, Buchanan County, MO",75
