location,duration
"Albany, Gentry County, MO",20
"Auxvasse, Audrain County, MO",12
"Brunswick, Carroll County, MO",19
"Cardwell, Dunklin County, MO",19
"Charleston, Mississippi County, MO",21
"Clarkton, Dunklin County, MO",21
"Columbia-Sanborn Field, Boone County, MO",17
"Columbia-South Farms, Boone County, MO",14
"Cook Station, Crawford County, MO",19
"Corning, Atchison County, MO",11
"Delta, Cape Girardeau County, MO",14
"Glennonville, Dunklin County, MO",15
"Hayward, Pemiscot County, MO",23
"Lamar, Barton County, MO",25
"Linneus, Linn County, MO",10
"Monroe City, Monroe County, MO",13
"Novelty, Knox County, MO",11
"Portageville, Pemiscot County, MO",21
"St. Joseph, Buchanan County, MO",21
