Year      Month     Average
2008      10        0.0678
2008      11        0.0350
2008      12        0.0855
2009      1         0.0016
2009      2         0.1104
2009      3         0.1255
2009      4         0.2180
2009      5         0.1590
2009      6         0.1147
2009      7         0.0994
2009      8         0.1484
2009      9         0.1073
2009      10        0.3590
2009      11        0.0973
2009      12        0.1123
2010      1         0.0532
2010      2         0.0836
2010      3         0.0771
2010      4         0.2327
2010      5         0.1568
2010      6         0.1540
2010      7         0.3632
2010      8         0.0706
2010      9         0.2930
2010      10        0.0268
2010      11        0.0427
2010      12        0.0587
2011      1         0.0090
2011      2         0.0661
2011      3         0.0865
2011      4         0.0903
2011      5         0.1542
2011      6         0.1397
2011      7         0.1052
2011      8         0.0181
2011      9         0.0413
2011      10        0.0123
2011      11        0.1130
2011      12        0.1006
2012      1         0.0106
2012      2         0.0624
2012      3         0.0652
2012      4         0.1807
2012      5         0.0300
2012      6         0.0413
2012      7         0.0494
2012      8         0.0523
2012      9         0.0253
2012      10        0.0916
2012      11        0.0283
2012      12        0.0597
2013      1         0.0748
2013      2         0.0721
2013      3         0.0765
2013      4         0.1947
2013      5         0.2535
2013      6         0.1153
2013      7         0.0552
2013      8         0.0200
2013      9         0.0813
2013      10        0.0816
2013      11        0.0523
2013      12        0.0474
2014      1         0.0129
2014      2         0.0307
2014      3         0.0465
2014      4         0.1360
2014      5         0.1819
2014      6         0.1420
2014      7         0.1148
2014      8         0.1448
2014      9         0.1587
2014      10        0.1861
2014      11        0.0470
2014      12        0.0410
2015      1         0.0316
2015      2         0.0361
2015      3         0.0626
2015      4         0.0607
2015      5         0.2100
2015      6         0.3860
2015      7         0.2023
2015      8         0.0632
2015      9         0.0143
2015      10        0.0426
2015      11        0.2123
2015      12        0.1868
2016      1         0.0123
2016      2         0.0041
2016      3         0.0784
2016      4         0.0873
2016      5         0.1023
2016      6         0.1627
2016      7         0.2616
2016      8         0.1794
2016      9         0.1160
2016      10        0.0190
2016      11        0.0367
2016      12        0.0381
2017      1         0.0213
2017      2         0.0204
2017      3         0.1032
2017      4         0.2453
2017      5         0.2048
2017      6         0.1123
2017      7         0.1371
2017      8         0.0758
2017      9         0.0147
2017      10        0.1074
2017      11        0.0320
2017      12        0.0165
2018      1         0.0713
2018      2         0.0929
2018      3         0.2000
2018      4         0.0193
2018      5         0.1158
2018      6         0.1097
2018      7         0.0542
2018      8         0.1894
2018      9         0.0763
2018      10        0.1465
2018      11        0.0613
2018      12        0.1229
2019      1         0.0577
2019      2         0.0207
2019      3         0.1342
2019      4         0.1810
2019      5         0.1653
2019      6         0.1813
2019      7         0.1442
2019      8         0.1081
2019      9         0.0603
2019      10        0.1158
2019      11        0.0547
2019      12        0.0329
2020      1         0.1177
2020      2         0.0548
2020      3         0.1206
2020      4         0.1213
2020      5         0.1287
2020      6         0.1517
2020      7         0.1823
2020      8         0.0387
2020      9         0.1247
2020      10        0.0416
2020      11        0.0717
2020      12        0.0297
2021      1         0.0765
2021      2         0.0271
2021      3         0.1539
2021      4         0.1547
2021      5         0.1384
2021      6         0.2780
2021      7         0.1342
2021      8         0.0581
2021      9         0.0487
2021      10        0.2165
2021      11        0.0253
2021      12        0.0700
2022      1         0.0374
2022      2         0.0468
2022      3         0.1497
2022      4         0.1473
2022      5         0.1665
2022      6         0.1020
2022      7         0.1145
2022      8         0.0381
2022      9         0.0750
2022      10        0.0903
2022      11        0.0817
2022      12        0.0316
2023      1         0.0374
2023      2         0.1075
2023      3         0.0752
2023      4         0.0530
2023      5         0.0848
2023      6         0.0573
2023      7         0.0574
2023      8         0.1558
2023      9         0.0093
2023      10        0.0942
2023      11        0.0160
2023      12        0.0852
2024      1         0.0868
2024      2         0.0069
2024      3         0.1026
2024      4         0.1523
2024      5         0.1529
